dungeon_type,关卡ID,层数,章节ID,结构ID,数数通过场景数,对应房间段,房间池ID,候选房间Prefab ID,权重,完成规则,开启关卡指引,房间类型,特殊内容,source,verification_status
1,10411,96,4,10411,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=295,USER_APPROVED
1,10411,96,4,10411,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=296,USER_APPROVED
1,10411,96,4,10411,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=297,USER_APPROVED
1,10412,97,4,10412,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=298,USER_APPROVED
1,10412,97,4,10412,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=299,USER_APPROVED
1,10412,97,4,10412,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=300,USER_APPROVED
1,10413,98,4,10413,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=301,USER_APPROVED
1,10413,98,4,10413,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=302,USER_APPROVED
1,10413,98,4,10413,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=303,USER_APPROVED
1,10414,99,4,10414,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=304,USER_APPROVED
1,10414,99,4,10414,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=305,USER_APPROVED
1,10414,99,4,10414,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=306,USER_APPROVED
1,10415,100,4,10415,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=307,USER_APPROVED
1,10415,100,4,10415,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=308,USER_APPROVED
1,10415,100,4,10415,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=309,USER_APPROVED
1,10416,101,4,10416,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=310,USER_APPROVED
1,10416,101,4,10416,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=311,USER_APPROVED
1,10416,101,4,10416,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=312,USER_APPROVED
1,10417,102,4,10417,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=313,USER_APPROVED
1,10417,102,4,10417,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=314,USER_APPROVED
1,10417,102,4,10417,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=315,USER_APPROVED
1,10418,103,4,10418,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=316,USER_APPROVED
1,10418,103,4,10418,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=317,USER_APPROVED
1,10418,103,4,10418,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=318,USER_APPROVED
1,10419,104,4,10419,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=319,USER_APPROVED
1,10419,104,4,10419,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=320,USER_APPROVED
1,10419,104,4,10419,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=321,USER_APPROVED
1,10420,105,4,10420,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=322,USER_APPROVED
1,10420,105,4,10420,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=323,USER_APPROVED
1,10420,105,4,10420,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=324,USER_APPROVED
1,10421,106,4,10421,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=325,USER_APPROVED
1,10421,106,4,10421,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=326,USER_APPROVED
1,10421,106,4,10421,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=327,USER_APPROVED
1,10422,107,4,10422,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=328,USER_APPROVED
1,10422,107,4,10422,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=329,USER_APPROVED
1,10422,107,4,10422,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=330,USER_APPROVED
1,10423,108,4,10423,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=331,USER_APPROVED
1,10423,108,4,10423,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=332,USER_APPROVED
1,10423,108,4,10423,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=333,USER_APPROVED
1,10424,109,4,10424,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=334,USER_APPROVED
1,10424,109,4,10424,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=335,USER_APPROVED
1,10424,109,4,10424,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=336,USER_APPROVED
1,10425,110,4,10425,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=337,USER_APPROVED
1,10425,110,4,10425,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=338,USER_APPROVED
1,10425,110,4,10425,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=339,USER_APPROVED
1,10426,111,4,10426,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=340,USER_APPROVED
1,10426,111,4,10426,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=341,USER_APPROVED
1,10426,111,4,10426,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=342,USER_APPROVED
1,10427,112,4,10427,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=343,USER_APPROVED
1,10427,112,4,10427,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=344,USER_APPROVED
1,10427,112,4,10427,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=345,USER_APPROVED
1,10428,113,4,10428,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=346,USER_APPROVED
1,10428,113,4,10428,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=347,USER_APPROVED
1,10428,113,4,10428,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=348,USER_APPROVED
1,10429,114,4,10429,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=349,USER_APPROVED
1,10429,114,4,10429,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=350,USER_APPROVED
1,10429,114,4,10429,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=351,USER_APPROVED
1,10430,115,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=352,USER_APPROVED
1,10430,115,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=353,USER_APPROVED
1,10430,115,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=354,USER_APPROVED
1,10431,116,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=355,USER_APPROVED
1,10431,116,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=356,USER_APPROVED
1,10431,116,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=357,USER_APPROVED
1,10432,117,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=358,USER_APPROVED
1,10432,117,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=359,USER_APPROVED
1,10432,117,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=360,USER_APPROVED
1,10433,118,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=361,USER_APPROVED
1,10433,118,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=362,USER_APPROVED
1,10433,118,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=363,USER_APPROVED
1,10434,119,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=364,USER_APPROVED
1,10434,119,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=365,USER_APPROVED
1,10434,119,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=366,USER_APPROVED
1,10435,120,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=367,USER_APPROVED
1,10435,120,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=368,USER_APPROVED
1,10435,120,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=369,USER_APPROVED
1,10436,121,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=370,USER_APPROVED
1,10436,121,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=371,USER_APPROVED
1,10436,121,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=372,USER_APPROVED
1,10437,122,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=373,USER_APPROVED
1,10437,122,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=374,USER_APPROVED
1,10437,122,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=375,USER_APPROVED
1,10438,123,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=376,USER_APPROVED
1,10438,123,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=377,USER_APPROVED
1,10438,123,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=378,USER_APPROVED
1,10439,124,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=379,USER_APPROVED
1,10439,124,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=380,USER_APPROVED
1,10439,124,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=381,USER_APPROVED
1,10440,125,4,10430,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=382,USER_APPROVED
1,10440,125,4,10430,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=383,USER_APPROVED
1,10440,125,4,10430,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=384,USER_APPROVED
1,10501,126,5,10501,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=385,USER_APPROVED
1,10501,126,5,10501,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=386,USER_APPROVED
1,10501,126,5,10501,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=387,USER_APPROVED
1,10502,127,5,10502,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=388,USER_APPROVED
1,10502,127,5,10502,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=389,USER_APPROVED
1,10502,127,5,10502,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=390,USER_APPROVED
1,10503,128,5,10503,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=391,USER_APPROVED
1,10503,128,5,10503,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=392,USER_APPROVED
1,10503,128,5,10503,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=393,USER_APPROVED
1,10504,129,5,10504,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=394,USER_APPROVED
1,10504,129,5,10504,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=395,USER_APPROVED
1,10504,129,5,10504,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=396,USER_APPROVED
1,10505,130,5,10505,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=397,USER_APPROVED
1,10505,130,5,10505,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=398,USER_APPROVED
1,10505,130,5,10505,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=399,USER_APPROVED
1,10506,131,5,10506,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=400,USER_APPROVED
1,10506,131,5,10506,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=401,USER_APPROVED
1,10506,131,5,10506,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=402,USER_APPROVED
1,10507,132,5,10507,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=403,USER_APPROVED
1,10507,132,5,10507,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=404,USER_APPROVED
1,10507,132,5,10507,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=405,USER_APPROVED
1,10508,133,5,10508,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=406,USER_APPROVED
1,10508,133,5,10508,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=407,USER_APPROVED
1,10508,133,5,10508,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=408,USER_APPROVED
1,10509,134,5,10509,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=409,USER_APPROVED
1,10509,134,5,10509,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=410,USER_APPROVED
1,10509,134,5,10509,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=411,USER_APPROVED
1,10510,135,5,10510,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=412,USER_APPROVED
1,10510,135,5,10510,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=413,USER_APPROVED
1,10510,135,5,10510,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=414,USER_APPROVED
1,10511,136,5,10511,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=415,USER_APPROVED
1,10511,136,5,10511,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=416,USER_APPROVED
1,10511,136,5,10511,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=417,USER_APPROVED
1,10512,137,5,10512,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=418,USER_APPROVED
1,10512,137,5,10512,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=419,USER_APPROVED
1,10512,137,5,10512,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=420,USER_APPROVED
1,10513,138,5,10513,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=421,USER_APPROVED
1,10513,138,5,10513,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=422,USER_APPROVED
1,10513,138,5,10513,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=423,USER_APPROVED
1,10514,139,5,10514,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=424,USER_APPROVED
1,10514,139,5,10514,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=425,USER_APPROVED
1,10514,139,5,10514,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=426,USER_APPROVED
1,10515,140,5,10515,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=427,USER_APPROVED
1,10515,140,5,10515,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=428,USER_APPROVED
1,10515,140,5,10515,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=429,USER_APPROVED
1,10516,141,5,10516,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=430,USER_APPROVED
1,10516,141,5,10516,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=431,USER_APPROVED
1,10516,141,5,10516,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=432,USER_APPROVED
1,10517,142,5,10517,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=433,USER_APPROVED
1,10517,142,5,10517,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=434,USER_APPROVED
1,10517,142,5,10517,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=435,USER_APPROVED
1,10518,143,5,10518,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=436,USER_APPROVED
1,10518,143,5,10518,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=437,USER_APPROVED
1,10518,143,5,10518,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=438,USER_APPROVED
