item_id,服务端名称,多语言键,type,类型说明,quality,品质说明,获得去向,珍品,指令可获得,记录后台日志,param,来源
3001172,启程披风,150119,105,披风,3,紫/稀世,1,0,1,1,2,src/conf/conf_item.erl:21865
3001173,启程披风,150119,105,披风,3,紫/稀世,1,0,1,1,3,src/conf/conf_item.erl:21882
3001174,启程披风,150119,105,披风,3,紫/稀世,1,0,1,1,4,src/conf/conf_item.erl:21899
3001175,启程披风,150119,105,披风,3,紫/稀世,1,0,1,1,5,src/conf/conf_item.erl:21916
3001176,启程披风,150119,105,披风,3,紫/稀世,1,0,1,1,6,src/conf/conf_item.erl:21933
3001177,启程披风,150119,105,披风,3,紫/稀世,1,0,1,1,7,src/conf/conf_item.erl:21950
3001178,启程披风,150119,105,披风,3,紫/稀世,1,0,1,1,8,src/conf/conf_item.erl:21967
3001179,启程披风,150119,105,披风,3,紫/稀世,1,0,1,1,9,src/conf/conf_item.erl:21984
3001180,启程披风,150119,105,披风,3,紫/稀世,1,0,1,1,10,src/conf/conf_item.erl:22001
3001181,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,11,src/conf/conf_item.erl:22018
3001182,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,12,src/conf/conf_item.erl:22035
3001183,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,13,src/conf/conf_item.erl:22052
3001184,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,14,src/conf/conf_item.erl:22069
3001185,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,15,src/conf/conf_item.erl:22086
3001186,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,16,src/conf/conf_item.erl:22103
3001187,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,17,src/conf/conf_item.erl:22120
3001188,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,18,src/conf/conf_item.erl:22137
3001189,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,19,src/conf/conf_item.erl:22154
3001190,寻路披风,150126,105,披风,3,紫/稀世,1,0,1,1,20,src/conf/conf_item.erl:22171
3001191,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,21,src/conf/conf_item.erl:22188
3001192,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,22,src/conf/conf_item.erl:22205
3001193,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,23,src/conf/conf_item.erl:22222
3001194,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,24,src/conf/conf_item.erl:22239
3001195,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,25,src/conf/conf_item.erl:22256
3001196,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,26,src/conf/conf_item.erl:22273
3001197,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,27,src/conf/conf_item.erl:22290
3001198,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,28,src/conf/conf_item.erl:22307
3001199,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,29,src/conf/conf_item.erl:22324
3001200,远行披风,150133,105,披风,3,紫/稀世,1,0,1,1,30,src/conf/conf_item.erl:22341
3001201,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,31,src/conf/conf_item.erl:22358
3001202,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,32,src/conf/conf_item.erl:22375
3001203,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,33,src/conf/conf_item.erl:22392
3001204,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,34,src/conf/conf_item.erl:22409
3001205,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,35,src/conf/conf_item.erl:22426
3001206,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,36,src/conf/conf_item.erl:22443
3001207,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,37,src/conf/conf_item.erl:22460
3001208,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,38,src/conf/conf_item.erl:22477
3001209,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,39,src/conf/conf_item.erl:22494
3001210,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,40,src/conf/conf_item.erl:22511
3001211,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,41,src/conf/conf_item.erl:22528
3001212,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,42,src/conf/conf_item.erl:22545
3001213,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,43,src/conf/conf_item.erl:22562
3001214,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,44,src/conf/conf_item.erl:22579
3001215,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,45,src/conf/conf_item.erl:22596
3001216,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,46,src/conf/conf_item.erl:22613
3001217,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,47,src/conf/conf_item.erl:22630
3001218,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,48,src/conf/conf_item.erl:22647
3001219,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,49,src/conf/conf_item.erl:22664
3001220,拓荒披风,150140,105,披风,3,紫/稀世,1,0,1,1,50,src/conf/conf_item.erl:22681
3001221,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,51,src/conf/conf_item.erl:22698
3001222,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,52,src/conf/conf_item.erl:22715
3001223,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,53,src/conf/conf_item.erl:22732
3001224,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,54,src/conf/conf_item.erl:22749
3001225,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,55,src/conf/conf_item.erl:22766
3001226,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,56,src/conf/conf_item.erl:22783
3001227,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,57,src/conf/conf_item.erl:22800
3001228,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,58,src/conf/conf_item.erl:22817
3001229,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,59,src/conf/conf_item.erl:22834
3001230,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,60,src/conf/conf_item.erl:22851
3001231,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,61,src/conf/conf_item.erl:22868
3001232,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,62,src/conf/conf_item.erl:22885
3001233,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,63,src/conf/conf_item.erl:22902
3001234,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,64,src/conf/conf_item.erl:22919
3001235,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,65,src/conf/conf_item.erl:22936
3001236,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,66,src/conf/conf_item.erl:22953
3001237,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,67,src/conf/conf_item.erl:22970
3001238,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,68,src/conf/conf_item.erl:22987
3001239,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,69,src/conf/conf_item.erl:23004
3001240,远征披风,150147,105,披风,3,紫/稀世,1,0,1,1,70,src/conf/conf_item.erl:23021
3001241,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,71,src/conf/conf_item.erl:23038
3001242,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,72,src/conf/conf_item.erl:23055
3001243,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,73,src/conf/conf_item.erl:23072
3001244,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,74,src/conf/conf_item.erl:23089
3001245,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,75,src/conf/conf_item.erl:23106
3001246,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,76,src/conf/conf_item.erl:23123
3001247,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,77,src/conf/conf_item.erl:23140
3001248,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,78,src/conf/conf_item.erl:23157
3001249,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,79,src/conf/conf_item.erl:23174
3001250,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,80,src/conf/conf_item.erl:23191
3001251,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,81,src/conf/conf_item.erl:23208
3001252,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,82,src/conf/conf_item.erl:23225
3001253,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,83,src/conf/conf_item.erl:23242
3001254,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,84,src/conf/conf_item.erl:23259
3001255,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,85,src/conf/conf_item.erl:23276
3001256,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,86,src/conf/conf_item.erl:23293
3001257,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,87,src/conf/conf_item.erl:23310
3001258,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,88,src/conf/conf_item.erl:23327
3001259,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,89,src/conf/conf_item.erl:23344
3001260,破境披风,150154,105,披风,3,紫/稀世,1,0,1,1,90,src/conf/conf_item.erl:23361
3001261,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,1,src/conf/conf_item.erl:23378
3001262,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,2,src/conf/conf_item.erl:23395
3001263,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,3,src/conf/conf_item.erl:23412
3001264,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,4,src/conf/conf_item.erl:23429
3001265,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,5,src/conf/conf_item.erl:23446
3001266,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,6,src/conf/conf_item.erl:23463
3001267,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,7,src/conf/conf_item.erl:23480
3001268,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,8,src/conf/conf_item.erl:23497
3001269,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,9,src/conf/conf_item.erl:23514
3001270,启程胸甲,150120,106,胸部,3,紫/稀世,1,0,1,1,10,src/conf/conf_item.erl:23531
3001271,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,11,src/conf/conf_item.erl:23548
3001272,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,12,src/conf/conf_item.erl:23565
3001273,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,13,src/conf/conf_item.erl:23582
3001274,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,14,src/conf/conf_item.erl:23599
3001275,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,15,src/conf/conf_item.erl:23616
3001276,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,16,src/conf/conf_item.erl:23633
3001277,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,17,src/conf/conf_item.erl:23650
3001278,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,18,src/conf/conf_item.erl:23667
3001279,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,19,src/conf/conf_item.erl:23684
3001280,寻路胸甲,150127,106,胸部,3,紫/稀世,1,0,1,1,20,src/conf/conf_item.erl:23701
3001281,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,21,src/conf/conf_item.erl:23718
3001282,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,22,src/conf/conf_item.erl:23735
3001283,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,23,src/conf/conf_item.erl:23752
3001284,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,24,src/conf/conf_item.erl:23769
3001285,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,25,src/conf/conf_item.erl:23786
3001286,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,26,src/conf/conf_item.erl:23803
3001287,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,27,src/conf/conf_item.erl:23820
3001288,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,28,src/conf/conf_item.erl:23837
3001289,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,29,src/conf/conf_item.erl:23854
3001290,远行胸甲,150134,106,胸部,3,紫/稀世,1,0,1,1,30,src/conf/conf_item.erl:23871
3001291,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,31,src/conf/conf_item.erl:23888
3001292,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,32,src/conf/conf_item.erl:23905
3001293,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,33,src/conf/conf_item.erl:23922
3001294,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,34,src/conf/conf_item.erl:23939
3001295,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,35,src/conf/conf_item.erl:23956
3001296,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,36,src/conf/conf_item.erl:23973
3001297,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,37,src/conf/conf_item.erl:23990
3001298,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,38,src/conf/conf_item.erl:24007
3001299,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,39,src/conf/conf_item.erl:24024
3001300,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,40,src/conf/conf_item.erl:24041
3001301,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,41,src/conf/conf_item.erl:24058
3001302,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,42,src/conf/conf_item.erl:24075
3001303,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,43,src/conf/conf_item.erl:24092
3001304,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,44,src/conf/conf_item.erl:24109
3001305,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,45,src/conf/conf_item.erl:24126
3001306,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,46,src/conf/conf_item.erl:24143
3001307,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,47,src/conf/conf_item.erl:24160
3001308,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,48,src/conf/conf_item.erl:24177
3001309,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,49,src/conf/conf_item.erl:24194
3001310,拓荒胸甲,150141,106,胸部,3,紫/稀世,1,0,1,1,50,src/conf/conf_item.erl:24211
3001311,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,51,src/conf/conf_item.erl:24228
3001312,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,52,src/conf/conf_item.erl:24245
3001313,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,53,src/conf/conf_item.erl:24262
3001314,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,54,src/conf/conf_item.erl:24279
3001315,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,55,src/conf/conf_item.erl:24296
3001316,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,56,src/conf/conf_item.erl:24313
3001317,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,57,src/conf/conf_item.erl:24330
3001318,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,58,src/conf/conf_item.erl:24347
3001319,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,59,src/conf/conf_item.erl:24364
3001320,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,60,src/conf/conf_item.erl:24381
3001321,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,61,src/conf/conf_item.erl:24398
3001322,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,62,src/conf/conf_item.erl:24415
3001323,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,63,src/conf/conf_item.erl:24432
3001324,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,64,src/conf/conf_item.erl:24449
3001325,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,65,src/conf/conf_item.erl:24466
3001326,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,66,src/conf/conf_item.erl:24483
3001327,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,67,src/conf/conf_item.erl:24500
3001328,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,68,src/conf/conf_item.erl:24517
3001329,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,69,src/conf/conf_item.erl:24534
3001330,远征胸甲,150148,106,胸部,3,紫/稀世,1,0,1,1,70,src/conf/conf_item.erl:24551
3001331,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,71,src/conf/conf_item.erl:24568
3001332,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,72,src/conf/conf_item.erl:24585
3001333,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,73,src/conf/conf_item.erl:24602
3001334,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,74,src/conf/conf_item.erl:24619
3001335,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,75,src/conf/conf_item.erl:24636
3001336,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,76,src/conf/conf_item.erl:24653
3001337,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,77,src/conf/conf_item.erl:24670
3001338,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,78,src/conf/conf_item.erl:24687
3001339,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,79,src/conf/conf_item.erl:24704
3001340,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,80,src/conf/conf_item.erl:24721
3001341,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,81,src/conf/conf_item.erl:24738
3001342,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,82,src/conf/conf_item.erl:24755
3001343,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,83,src/conf/conf_item.erl:24772
3001344,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,84,src/conf/conf_item.erl:24789
3001345,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,85,src/conf/conf_item.erl:24806
3001346,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,86,src/conf/conf_item.erl:24823
3001347,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,87,src/conf/conf_item.erl:24840
3001348,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,88,src/conf/conf_item.erl:24857
3001349,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,89,src/conf/conf_item.erl:24874
3001350,破境胸甲,150155,106,胸部,3,紫/稀世,1,0,1,1,90,src/conf/conf_item.erl:24891
3001351,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,1,src/conf/conf_item.erl:24908
3001352,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,2,src/conf/conf_item.erl:24925
3001353,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,3,src/conf/conf_item.erl:24942
3001354,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,4,src/conf/conf_item.erl:24959
3001355,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,5,src/conf/conf_item.erl:24976
3001356,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,6,src/conf/conf_item.erl:24993
3001357,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,7,src/conf/conf_item.erl:25010
3001358,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,8,src/conf/conf_item.erl:25027
3001359,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,9,src/conf/conf_item.erl:25044
3001360,启程鞋子,150121,107,脚,3,紫/稀世,1,0,1,1,10,src/conf/conf_item.erl:25061
3001361,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,11,src/conf/conf_item.erl:25078
3001362,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,12,src/conf/conf_item.erl:25095
3001363,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,13,src/conf/conf_item.erl:25112
3001364,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,14,src/conf/conf_item.erl:25129
3001365,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,15,src/conf/conf_item.erl:25146
3001366,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,16,src/conf/conf_item.erl:25163
3001367,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,17,src/conf/conf_item.erl:25180
3001368,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,18,src/conf/conf_item.erl:25197
3001369,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,19,src/conf/conf_item.erl:25214
3001370,寻路鞋子,150128,107,脚,3,紫/稀世,1,0,1,1,20,src/conf/conf_item.erl:25231
3001371,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,21,src/conf/conf_item.erl:25248
3001372,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,22,src/conf/conf_item.erl:25265
3001373,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,23,src/conf/conf_item.erl:25282
3001374,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,24,src/conf/conf_item.erl:25299
3001375,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,25,src/conf/conf_item.erl:25316
3001376,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,26,src/conf/conf_item.erl:25333
3001377,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,27,src/conf/conf_item.erl:25350
3001378,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,28,src/conf/conf_item.erl:25367
3001379,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,29,src/conf/conf_item.erl:25384
3001380,远行鞋子,150135,107,脚,3,紫/稀世,1,0,1,1,30,src/conf/conf_item.erl:25401
3001381,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,31,src/conf/conf_item.erl:25418
3001382,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,32,src/conf/conf_item.erl:25435
3001383,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,33,src/conf/conf_item.erl:25452
3001384,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,34,src/conf/conf_item.erl:25469
3001385,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,35,src/conf/conf_item.erl:25486
3001386,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,36,src/conf/conf_item.erl:25503
3001387,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,37,src/conf/conf_item.erl:25520
3001388,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,38,src/conf/conf_item.erl:25537
3001389,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,39,src/conf/conf_item.erl:25554
3001390,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,40,src/conf/conf_item.erl:25571
3001391,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,41,src/conf/conf_item.erl:25588
3001392,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,42,src/conf/conf_item.erl:25605
3001393,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,43,src/conf/conf_item.erl:25622
3001394,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,44,src/conf/conf_item.erl:25639
3001395,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,45,src/conf/conf_item.erl:25656
3001396,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,46,src/conf/conf_item.erl:25673
3001397,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,47,src/conf/conf_item.erl:25690
3001398,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,48,src/conf/conf_item.erl:25707
3001399,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,49,src/conf/conf_item.erl:25724
3001400,拓荒鞋子,150142,107,脚,3,紫/稀世,1,0,1,1,50,src/conf/conf_item.erl:25741
3001401,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,51,src/conf/conf_item.erl:25758
3001402,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,52,src/conf/conf_item.erl:25775
3001403,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,53,src/conf/conf_item.erl:25792
3001404,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,54,src/conf/conf_item.erl:25809
3001405,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,55,src/conf/conf_item.erl:25826
3001406,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,56,src/conf/conf_item.erl:25843
3001407,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,57,src/conf/conf_item.erl:25860
3001408,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,58,src/conf/conf_item.erl:25877
3001409,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,59,src/conf/conf_item.erl:25894
3001410,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,60,src/conf/conf_item.erl:25911
3001411,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,61,src/conf/conf_item.erl:25928
3001412,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,62,src/conf/conf_item.erl:25945
3001413,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,63,src/conf/conf_item.erl:25962
3001414,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,64,src/conf/conf_item.erl:25979
3001415,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,65,src/conf/conf_item.erl:25996
3001416,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,66,src/conf/conf_item.erl:26013
3001417,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,67,src/conf/conf_item.erl:26030
3001418,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,68,src/conf/conf_item.erl:26047
3001419,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,69,src/conf/conf_item.erl:26064
3001420,远征鞋子,150149,107,脚,3,紫/稀世,1,0,1,1,70,src/conf/conf_item.erl:26081
3001421,破境鞋子,150156,107,脚,3,紫/稀世,1,0,1,1,71,src/conf/conf_item.erl:26098
3001422,破境鞋子,150156,107,脚,3,紫/稀世,1,0,1,1,72,src/conf/conf_item.erl:26115
3001423,破境鞋子,150156,107,脚,3,紫/稀世,1,0,1,1,73,src/conf/conf_item.erl:26132
3001424,破境鞋子,150156,107,脚,3,紫/稀世,1,0,1,1,74,src/conf/conf_item.erl:26149
3001425,破境鞋子,150156,107,脚,3,紫/稀世,1,0,1,1,75,src/conf/conf_item.erl:26166
3001426,破境鞋子,150156,107,脚,3,紫/稀世,1,0,1,1,76,src/conf/conf_item.erl:26183
3001427,破境鞋子,150156,107,脚,3,紫/稀世,1,0,1,1,77,src/conf/conf_item.erl:26200
3001428,破境鞋子,150156,107,脚,3,紫/稀世,1,0,1,1,78,src/conf/conf_item.erl:26217
